job_id,job_link,last_processed_time,job_title,company,City,State,job_classification,job_keyword,seniority_level,seniority_level_keyword,title_id,keyword_id
656,https://www.linkedin.com/jobs/view/sustainability-data-architect-at-mars-3790363671,2024-01-20 00:02:54.354794+0000,Sustainability Data Architect,Mars,Chicago,IL,Data Architect,Data Architect,Senior-Level,unclassified,11,30
657,https://www.linkedin.com/jobs/view/principal-database-administrator-%E2%80%93-snowflake-at-publix-super-markets-3785619262,2024-01-20 00:03:17.605214+0000,Principal Database Administrator – Snowflake,Publix Super Markets,Lakeland,FL,Database Engineer / Administrator,Database,Principal / Staff-Level,Principal,9,11
658,https://www.linkedin.com/jobs/view/data-scientist-subject-matter-expert-at-govcio-3793464324,2024-01-20 00:03:50.835143+0000,"Data Scientist, Subject Matter Expert",GovCIO,Rock Island,IL,Data Scientist,Data Scientist,Senior-Level,Expert,10,16
659,https://www.linkedin.com/jobs/view/software-engineer-data-warehouse-analytics-at-stripe-3785923333,2024-01-20 00:05:30.419691+0000,"Software Engineer, Data Warehouse Analytics",Stripe,Seattle,WA,Data Modeling & Warehousing,Data Warehouse,Senior-Level,unclassified,3,3
660,https://www.linkedin.com/jobs/view/data-business-intelligence-associate-at-jobs-for-humanity-3804645517,2024-01-20 00:07:46.457894+0000,Data & Business Intelligence Associate,Jobs for Humanity,New York,NY,Data Analyst,Business Intelligence,Entry-Level / Junior,Associate,6,17
661,https://www.linkedin.com/jobs/view/maintenance-database-integrity-manager-at-kbr-inc-3770446259,2024-01-20 00:51:57.668148+0000,Maintenance Database Integrity Manager,"KBR, Inc.",Baton Rouge,LA,Database Engineer / Administrator,Database,Lead,Manager,9,11
662,https://www.linkedin.com/jobs/view/senior-data-engineer-at-dice-3805945993,2024-01-20 00:48:41.909746+0000,Senior Data Engineer,Dice,Plano,TX,Data Engineer,Senior Data Engineer,Senior-Level,Senior,4,5
663,https://www.linkedin.com/jobs/view/tax-data-analyst-business-tax-advisory-quantitative-services-manager-mult-pos-1467476-at-ey-3774922812,2024-01-20 00:21:33.518941+0000,Tax Data Analyst - Business Tax Advisory - Quantitative Services - Manager - Mult Pos - 1467476,EY,San Jose,CA,Data Analyst,Data Analyst,Lead,Manager,6,9
664,https://www.linkedin.com/jobs/view/expert-data-scientist-at-impact-com-3730010640,2024-01-20 00:18:41.977975+0000,Expert Data Scientist,impact.com,Seattle,WA,Data Scientist,Data Scientist,Senior-Level,Expert,10,16
665,https://www.linkedin.com/jobs/view/data-analysts-visualizers-and-bi-specialists-at-lakeside-data-science-3805934639,2024-01-20 00:20:05.063561+0000,"Data Analysts, Visualizers and BI Specialists",Lakeside Data Science,Seattle,WA,Data Analyst,Data Analysts,Senior-Level,Specialists,6,44
666,https://www.linkedin.com/jobs/view/research-data-specialist-ii-at-california-correctional-health-care-services-3733566467,2024-01-20 00:20:23.223333+0000,Research Data Specialist II,California Correctional Health Care Services,Sacramento,CA,Data Specialist,Data Specialist,Senior-Level,Specialist,13,29
667,https://www.linkedin.com/jobs/view/onsite-hiring-aws-data-engineer-phoenix-az-at-conch-technologies-inc-3788676101,2024-01-20 00:14:36.123974+0000,"ONSITE : Hiring AWS Data Engineer, Phoenix, AZ","Conch Technologies, Inc",Phoenix,AZ,Data Engineer,Data Engineer,Entry-Level / Junior,unclassified,4,14
668,https://www.linkedin.com/jobs/view/senior-data-engineer-public-company-at-recruiting-from-scratch-3744395133,2024-01-20 00:20:29.479024+0000,"Senior Data Engineer, Public Company",Recruiting from Scratch,Cicero,IL,Data Engineer,Senior Data Engineer,Senior-Level,Senior,4,5
669,https://www.linkedin.com/jobs/view/sr-data-scientist-at-hilabs-3806770884,2024-01-20 00:25:38.903995+0000,Sr. / Data Scientist,HiLabs,Bethesda,MD,Data Scientist,Data Scientist,Senior-Level,Sr,10,16
670,https://www.linkedin.com/jobs/view/staff-data-engineer-fintech-team-bangkok-based-relocation-provided-at-agoda-3796556738,2024-01-20 00:26:52.814536+0000,"Staff Data Engineer (Fintech team) (Bangkok based, relocation provided)",Agoda,Orlando,FL,Data Engineer,Data Engineer,Principal / Staff-Level,Staff,4,14
671,https://www.linkedin.com/jobs/view/data-steward-research-analysis-spec-sr-at-state-of-minnesota-3799105355,2024-01-20 00:28:32.923303+0000,Data Steward - Research Analysis Spec Sr,State of Minnesota,Pipestone,MN,Data Governance & Security,Data Steward,Senior-Level,Sr,8,25
672,https://www.linkedin.com/jobs/view/master-data-management-data-process-analyst-at-opentext-3737391823,2024-01-20 00:29:33.422064+0000,Master Data Management - Data/Process Analyst,OpenText,Austin,TX,Data Governance & Security,Master Data Management,Principal / Staff-Level,Master,8,10
673,https://www.linkedin.com/jobs/view/database-technology-manager-at-robert-half-3750628741,2024-01-20 00:29:45.044722+0000,Database Technology Manager,Robert Half,McAllen,TX,Database Engineer / Administrator,Database,Lead,Manager,9,11
674,https://www.linkedin.com/jobs/view/lead-data-engineer-at-dice-3805945935,2024-01-20 00:32:02.934958+0000,Lead Data Engineer,Dice,Atlanta,GA,Data Engineer,Lead Data Engineer,Lead,Lead,4,4
675,https://www.linkedin.com/jobs/view/senior-lead-data-engineer-at-jobs-for-humanity-3804055469,2024-01-20 00:32:19.888199+0000,Senior Lead Data Engineer,Jobs for Humanity,Baltimore,MD,Data Engineer,Lead Data Engineer,Lead,Lead,4,4
676,https://www.linkedin.com/jobs/view/senior-data-scientist-managed-operations-data-science-mods-at-amazon-web-services-aws-3774100889,2024-01-20 00:32:23.418928+0000,"Senior Data Scientist , Managed Operations Data Science (MODS)",Amazon Web Services (AWS),Herndon,VA,Data Scientist,Data Scientist,Senior-Level,Senior,10,16
677,https://www.linkedin.com/jobs/view/staff-data-engineer-at-kin-insurance-3763328086,2024-01-20 00:33:33.018862+0000,Staff Data Engineer,Kin Insurance,Chicago,IL,Data Engineer,Data Engineer,Principal / Staff-Level,Staff,4,14
678,https://www.linkedin.com/jobs/view/usa-data-engineer-iii-at-walmart-3781930634,2024-01-20 00:34:13.014324+0000,(USA) Data Engineer III,Walmart,Sunnyvale,CA,Data Engineer,Data Engineer,Entry-Level / Junior,unclassified,4,14
679,https://www.linkedin.com/jobs/view/software-engineer-3-linux-typescript-html-5-yarn-react-git-at-captivation-3771269619,2024-01-20 00:37:23.336576+0000,Software Engineer 3 - Linux/TypeScript/HTML 5/Yarn/React/Git,Captivation,Annapolis Junction,MD,Software & Platform Engineering,Software Engineer,Mid-Level,unclassified,2,2
680,https://www.linkedin.com/jobs/view/operational-researcher-data-scientist-at-general-dynamics-information-technology-3807071233,2024-01-20 00:38:03.992576+0000,Operational Researcher / Data Scientist,General Dynamics Information Technology,Atlantic City,NJ,Data Scientist,Data Scientist,Mid-Level,unclassified,10,16
681,https://www.linkedin.com/jobs/view/senior-database-administrator-at-koniag-government-services-3779256820,2024-01-20 00:38:25.002849+0000,Senior Database Administrator,Koniag Government Services,Winchester,VA,Database Engineer / Administrator,Database,Senior-Level,Senior,9,11
682,https://www.linkedin.com/jobs/view/senior-mlops-engineer-at-recruiting-from-scratch-3783323758,2024-01-20 00:39:38.199869+0000,Senior MLOps Engineer,Recruiting from Scratch,Ithaca,NY,MLOps Engineer,Mlops,Senior-Level,Senior,7,12
683,https://www.linkedin.com/jobs/view/data-architect-at-revlocal-3778667808,2024-01-20 00:39:32.429818+0000,Data Architect,RevLocal,Columbus,OH,Data Architect,Data Architect,Senior-Level,unclassified,11,30
684,https://www.linkedin.com/jobs/view/data-architect-ts-sci-clearance-required-at-world-wide-technology-3786018869,2024-01-20 00:45:00.264044+0000,Data Architect - TS/SCI Clearance Required,World Wide Technology,New Home,MO,Data Architect,Data Architect,Senior-Level,unclassified,11,30
685,https://www.linkedin.com/jobs/view/senior-mlops-engineer-at-recruiting-from-scratch-3783321889,2024-01-20 00:45:50.01973+0000,Senior MLOps Engineer,Recruiting from Scratch,Denver,CO,MLOps Engineer,Mlops,Senior-Level,Senior,7,12
686,https://www.linkedin.com/jobs/view/sr-data-scientist-at-reputation-3797538258,2024-01-20 00:47:31.060809+0000,Sr. Data Scientist,Reputation,Scottsdale,AZ,Data Scientist,Data Scientist,Senior-Level,Sr,10,16
687,https://www.linkedin.com/jobs/view/principal-data-scientist-growth-at-atlassian-3791145126,2024-01-20 00:48:23.239183+0000,"Principal Data Scientist, Growth",Atlassian,San Francisco,CA,Data Scientist,Data Scientist,Principal / Staff-Level,Principal,10,16
688,https://www.linkedin.com/jobs/view/senior-data-engineer-at-capital-one-3774773865,2024-01-20 00:49:16.782929+0000,Senior Data Engineer,Capital One,Richmond,VA,Data Engineer,Senior Data Engineer,Senior-Level,Senior,4,5
689,https://www.linkedin.com/jobs/view/software-engineer-iii-data-modernization-at-clickjobs-io-3800393742,2024-01-20 00:50:52.705989+0000,Software Engineer III - Data Modernization,ClickJobs.io,Grove City,OH,Software & Platform Engineering,Software Engineer,Mid-Level,unclassified,2,2
690,https://www.linkedin.com/jobs/view/senior-manager-data-engineering-at-jobs-for-humanity-3804058398,2024-01-20 00:52:04.311797+0000,"Senior Manager, Data Engineering",Jobs for Humanity,Waco,TX,Data Engineer,Data Engineering,Lead,Manager,4,13
691,https://www.linkedin.com/jobs/view/manager-data-loss-prevention-dlp-engineer-symantec-at-jobs-for-humanity-3804059347,2024-01-20 00:54:16.060084+0000,"Manager, Data Loss Prevention (DLP) Engineer (Symantec)",Jobs for Humanity,New Haven,CT,Risk & Compliance Analytics,Data Loss Prevention,Lead,Manager,5,6
692,https://www.linkedin.com/jobs/view/senior-data-scientist-fraud-risk-analytics-at-worldcoin-3760558344,2024-01-20 00:54:17.649058+0000,"Senior Data Scientist, Fraud & Risk Analytics",Worldcoin,San Francisco,CA,Data Scientist,Data Scientist,Senior-Level,Senior,10,16
693,https://www.linkedin.com/jobs/view/senior-technical-data-analyst-at-lancesoft-inc-3803396314,2024-01-20 00:54:18.024227+0000,Senior Technical Data Analyst,"LanceSoft, Inc.",Boston,MA,Data Analyst,Data Analyst,Senior-Level,Senior,6,9
694,https://www.linkedin.com/jobs/view/senior-data-scientist-at-patterson-uti-drilling-3764415406,2024-01-20 00:54:49.412373+0000,Senior Data Scientist,Patterson-UTI Drilling,Houston,TX,Data Scientist,Data Scientist,Senior-Level,Senior,10,16
695,https://www.linkedin.com/jobs/view/senior-engineer-dps-ai-ml-platforms-%E2%80%93-st-at-autozone-brasil-comercio-de-autopecas-3804953468,2024-01-20 00:57:15.244227+0000,"senior engineer, DPS AI/ML Platforms – ST",Autozone Brasil Comercio De Autopecas,Seattle,WA,MLOps Engineer,Ml Platforms,Senior-Level,Senior,7,63
696,https://www.linkedin.com/jobs/view/manager-data-engineering-python-aws-airflow-snowflake-hybrid-at-jobs-for-humanity-3805999880,2024-01-20 00:57:54.933883+0000,"Manager, Data Engineering (Python, AWS, Airflow, Snowflake) (Hybrid)",Jobs for Humanity,Albany,NY,Data Engineer,Data Engineering,Lead,Manager,4,13
697,https://www.linkedin.com/jobs/view/principal-associate-data-loss-prevention-dlp-engineer-at-jobs-for-humanity-3804057546,2024-01-20 01:00:32.88026+0000,"Principal Associate, Data Loss Prevention (DLP) Engineer",Jobs for Humanity,Atlantic City,NJ,Risk & Compliance Analytics,Data Loss Prevention,Principal / Staff-Level,Principal,5,6
698,https://www.linkedin.com/jobs/view/lead-machine-learning-engineer-at-jobs-for-humanity-3804327121,2024-01-20 01:05:48.652712+0000,Lead Machine Learning Engineer,Jobs for Humanity,Harrisonburg,VA,Machine Learning Engineer,Machine Learning Engineer,Lead,Lead,1,1
699,https://www.linkedin.com/jobs/view/senior-data-engineer-at-jobs-for-humanity-3804602037,2024-01-20 01:05:34.977479+0000,Senior Data Engineer,Jobs for Humanity,Poughkeepsie,NY,Data Engineer,Senior Data Engineer,Senior-Level,Senior,4,5
700,https://www.linkedin.com/jobs/view/sr-data-scientist-for-signal-processing-project-ts-sci-required-at-denovo-solutions-llc-3763130765,2024-01-20 01:12:39.458091+0000,Sr. Data Scientist for Signal Processing Project (TS/SCI Required),"DeNOVO Solutions, LLC",Aurora,CO,Data Scientist,Data Scientist,Senior-Level,Sr,10,16
701,https://www.linkedin.com/jobs/view/senior-lead-data-scientist-at-hilton-3801136885,2024-01-20 01:14:08.847523+0000,Senior Lead Data Scientist,Hilton,McLean,VA,Data Scientist,Data Scientist,Lead,Lead,10,16
702,https://www.linkedin.com/jobs/view/global-oil-gas-senior-data-scientist-expert-at-matchatalent-3801264230,2024-01-20 01:15:53.349982+0000,(Global Oil Gas) Senior Data Scientist Expert,MatchaTalent,Seattle,WA,Data Scientist,Data Scientist,Senior-Level,Senior,10,16
703,https://www.linkedin.com/jobs/view/digital-forensics-engineer-data-protection-information-security-r44182-at-cadence-design-systems-3732081577,2024-01-20 01:25:21.931545+0000,Digital Forensics Engineer (Data Protection/Information Security) - R44182,Cadence Design Systems,San Jose,CA,Data Governance & Security,Data Protection,Senior-Level,unclassified,8,37
704,https://www.linkedin.com/jobs/view/senior-data-scientist-ai-foundations-at-capital-one-3781022662,2024-01-20 01:25:25.573533+0000,"Senior Data Scientist, AI Foundations",Capital One,New York,NY,Data Scientist,Data Scientist,Senior-Level,Senior,10,16
705,https://www.linkedin.com/jobs/view/lead-data-engineer-at-jobs-for-humanity-3804060125,2024-01-20 01:27:01.925633+0000,Lead Data Engineer,Jobs for Humanity,Cambridge,MA,Data Engineer,Lead Data Engineer,Lead,Lead,4,4
706,https://www.linkedin.com/jobs/view/data-scientist-adtech-at-w3global-3700072405,2024-01-20 01:19:40.552958+0000,Data Scientist - AdTech,W3Global,Santa Clara,CA,Data Scientist,Data Scientist,Mid-Level,unclassified,10,16
707,https://www.linkedin.com/jobs/view/senior-software-engineer-distributed-data-systems-at-databricks-3644436781,2024-01-20 01:20:39.466697+0000,Senior Software Engineer - Distributed Data Systems,Databricks,Mountain View,CA,Software & Platform Engineering,Software Engineer,Senior-Level,Senior,2,2
708,https://www.linkedin.com/jobs/view/senior-data-engineer-public-company-at-recruiting-from-scratch-3744387777,2024-01-20 01:22:51.438876+0000,"Senior Data Engineer, Public Company",Recruiting from Scratch,Santa Monica,CA,Data Engineer,Senior Data Engineer,Senior-Level,Senior,4,5
709,https://www.linkedin.com/jobs/view/data-scientist-algorithms-rider-at-lyft-3751170717,2024-01-20 01:23:14.014656+0000,"Data Scientist, Algorithms - Rider",Lyft,San Francisco,CA,Data Scientist,Data Scientist,Mid-Level,unclassified,10,16
710,https://www.linkedin.com/jobs/view/business-data-analyst-at-airspace-3785138359,2024-01-19 09:45:09.215838+0000,Business Data Analyst,Airspace,Carlsbad,CA,Data Analyst,Data Analyst,Entry-Level / Junior,unclassified,6,9
711,https://www.linkedin.com/jobs/view/business-data-analyst-ii-with-security-clearance-at-clearancejobs-3761563075,2024-01-19 09:45:09.215838+0000,Business Data Analyst II with Security Clearance,ClearanceJobs,Philadelphia,PA,Data Analyst,Data Analyst,Entry-Level / Junior,unclassified,6,9
712,https://www.linkedin.com/jobs/view/data-analyst-i-at-children-s-national-hospital-3780835816,2024-01-19 09:45:09.215838+0000,Data Analyst I,Children's National Hospital,Silver Spring,MD,Data Analyst,Data Analyst,Entry-Level / Junior,unclassified,6,9
713,https://www.linkedin.com/jobs/view/data-engineer-at-accroid-inc-3766662568,2024-01-19 09:45:09.215838+0000,Data Engineer,Accroid Inc,Inver Grove Heights,MN,Data Engineer,Data Engineer,Entry-Level / Junior,unclassified,4,14
714,https://www.linkedin.com/jobs/view/quality-data-coordinator-at-david-yurman-3797222093,2024-01-19 11:03:34.094173+0000,Quality Data Coordinator,David Yurman,Lyndhurst,NJ,Data Specialist,Data Coordinator,Mid-Level,unclassified,13,26
715,https://www.linkedin.com/jobs/view/senior-machine-learning-engineer-at-jobs-for-humanity-3804055573,2024-01-19 09:45:09.215838+0000,Senior Machine Learning Engineer,Jobs for Humanity,Newark,NJ,Machine Learning Engineer,Machine Learning Engineer,Senior-Level,Senior,1,1
716,https://www.linkedin.com/jobs/view/sr-bigdata-engineer-hadoop-aws-python-at-wise-skulls-3793678636,2024-01-19 11:09:35.366088+0000,"Sr. BigData Engineer (Hadoop/AWS, Python)",Wise Skulls,New York,NY,Data Engineer,Data Engineer,Senior-Level,Sr,4,14
717,https://www.linkedin.com/jobs/view/ai-data-scientist-senior-6-10-yrs-at-lenmar-consulting-inc-3804297784,2024-01-19 09:45:09.215838+0000,AI -Data Scientist Senior (6-10 yrs.),Lenmar Consulting Inc,Austin,TX,Data Scientist,Data Scientist,Senior-Level,Senior,10,16
718,https://www.linkedin.com/jobs/view/senior-data-architect-at-creighton-university-3584828373,2024-01-19 09:45:09.215838+0000,Senior Data Architect,Creighton University,Omaha,NE,Data Architect,Senior Data Architect,Senior-Level,Senior,11,18
719,https://www.linkedin.com/jobs/view/senior-data-engineer-python-at-clickjobs-io-3793193415,2024-01-19 11:12:31.947627+0000,Senior Data Engineer (Python),ClickJobs.io,Waco,TX,Data Engineer,Senior Data Engineer,Senior-Level,Senior,4,5
720,https://www.linkedin.com/jobs/view/data-warehouse-architect-18424-at-cephas-consultancy-services-private-limited-3685898342,2024-01-19 09:45:09.215838+0000,Data Warehouse Architect 18424,Cephas Consultancy Services Private Limited,Norway,ME,Data Architect,Data Warehouse Architect,Mid-Level,unclassified,11,45
721,https://www.linkedin.com/jobs/view/enterprise-data-architect-at-kpmg-us-3790113519,2024-01-19 09:45:09.215838+0000,Enterprise Data Architect,KPMG US,Short Hills,NJ,Data Architect,Enterprise Data Architect,Senior-Level,unclassified,11,62
722,https://www.linkedin.com/jobs/view/technical-data-manager-at-caci-international-inc-3789944476,2024-01-19 10:54:47.244223+0000,Technical Data Manager,CACI International Inc,Hampton,VA,Data Operations & Management,Data Manager,Lead,Manager,12,23
723,https://www.linkedin.com/jobs/view/machine-learning-operations-%E2%80%93-staff-engineer-at-agoda-3800273406,2024-01-19 09:45:09.215838+0000,Machine Learning Operations – Staff Engineer,Agoda,Miami,FL,MLOps Engineer,Machine Learning Operations,Principal / Staff-Level,Staff,7,64
724,https://www.linkedin.com/jobs/view/sr-bsa-aml-specialist-troy-mi-or-hicksville-ny-or-cleveland-oh-at-flagstar-bank-3752010832,2024-01-19 11:32:37.754489+0000,"Sr BSA/AML Specialist - Troy, MI or Hicksville, NY or Cleveland, OH",Flagstar Bank,Troy,MI,Risk & Compliance Analytics,Bsa,Senior-Level,Sr,5,28
725,https://www.linkedin.com/jobs/view/product-engineer-data-engineering-analytics-at-tiger-analytics-3590298698,2024-01-19 09:45:09.215838+0000,Product Engineer - Data Engineering Analytics,Tiger Analytics,Piscataway,NJ,Data Engineer,Data Engineering,Mid-Level,unclassified,4,13
726,https://www.linkedin.com/jobs/view/principal-associate-data-loss-prevention-dlp-engineer-at-jobs-for-humanity-3804053884,2024-01-19 09:45:09.215838+0000,"Principal Associate, Data Loss Prevention (DLP) Engineer",Jobs for Humanity,Madison,WI,Risk & Compliance Analytics,Data Loss Prevention,Principal / Staff-Level,Principal,5,6
727,https://www.linkedin.com/jobs/view/entry-level-data-analyst-management-consultant-nationwide-us-based-candidates-only-at-arcadis-3701463917,2024-01-19 09:45:09.215838+0000,Entry Level Data Analyst/Management Consultant - Nationwide (US Based Candidates Only),Arcadis,Phoenix,AZ,Data Analyst,Data Analyst,Entry-Level / Junior,Entry Level,6,9
728,https://www.linkedin.com/jobs/view/data-warehouse-analyst-ii-at-hyatt-hotels-corporation-3719152351,2024-01-19 09:45:09.215838+0000,Data Warehouse Analyst II,Hyatt Hotels Corporation,Jamaica,NY,Data Modeling & Warehousing,Data Warehouse,Senior-Level,unclassified,3,3
729,https://www.linkedin.com/jobs/view/research-data-analyst-at-recruittalent-llc-3727055796,2024-01-19 09:45:09.215838+0000,Research Data Analyst,"RecruitTalent, LLC.",Brooklyn,NY,Data Analyst,Data Analyst,Entry-Level / Junior,unclassified,6,9
730,https://www.linkedin.com/jobs/view/epic-clarity-data-analyst-with-a-focus-on-revenue-cycle-at-bernard-nickels-associates-3805292798,2024-01-19 09:45:09.215838+0000,Epic Clarity Data Analyst (with a focus on revenue cycle),Bernard Nickels & Associates,Chicago,IL,Data Analyst,Data Analyst,Entry-Level / Junior,unclassified,6,9
731,https://www.linkedin.com/jobs/view/sr-it-data-analyst-at-sherwin-williams-3798544915,2024-01-19 09:45:09.215838+0000,Sr. IT Data Analyst,Sherwin-Williams,Cleveland,OH,Data Analyst,Data Analyst,Senior-Level,Sr,6,9
732,https://www.linkedin.com/jobs/view/senior-data-engineer-at-biospace-3797601866,2024-01-19 09:45:09.215838+0000,Senior Data Engineer,BioSpace,North Chicago,IL,Data Engineer,Senior Data Engineer,Senior-Level,Senior,4,5
733,https://www.linkedin.com/jobs/view/entry-level-data-analyst-management-consultant-nationwide-us-based-candidates-only-at-arcadis-3701468616,2024-01-19 09:45:09.215838+0000,Entry Level Data Analyst/Management Consultant - Nationwide (US Based Candidates Only),Arcadis,Cleveland,OH,Data Analyst,Data Analyst,Entry-Level / Junior,Entry Level,6,9
734,https://www.linkedin.com/jobs/view/senior-health-data-analyst-i-at-partnership-healthplan-of-california-3794636840,2024-01-19 09:45:09.215838+0000,Senior Health Data Analyst I,Partnership HealthPlan of California,Fairfield,CA,Data Analyst,Data Analyst,Senior-Level,Senior,6,9
735,https://www.linkedin.com/jobs/view/senior-data-analyst-customer-facing-at-pecan-ai-3791769959,2024-01-19 09:45:09.215838+0000,Senior Data Analyst (Customer Facing ),Pecan AI,Boston,MA,Data Analyst,Data Analyst,Senior-Level,Senior,6,9
736,https://www.linkedin.com/jobs/view/data-analyst-research-solutions-at-truveta-3797280238,2024-01-19 09:45:09.215838+0000,"Data Analyst, Research Solutions",Truveta,Seattle,WA,Data Analyst,Data Analyst,Entry-Level / Junior,unclassified,6,9
737,https://www.linkedin.com/jobs/view/infrastructure-engineer-data-center-at-wells-fargo-3804711588,2024-01-19 09:45:09.215838+0000,Infrastructure Engineer (Data Center),Wells Fargo,Sterling,VA,Cloud & Infrastructure Engineering,Infrastructure Engineer,Entry-Level / Junior,unclassified,14,65
738,https://www.linkedin.com/jobs/view/lead-data-engineer-hybrid-at-incendia-partners-3724314055,2024-01-19 09:45:09.215838+0000,Lead Data Engineer - Hybrid,Incendia Partners,Boston,MA,Data Engineer,Lead Data Engineer,Lead,Lead,4,4
739,https://www.linkedin.com/jobs/view/data-engineer-snowflake-expert-at-experfy-3590304009,2024-01-19 09:45:09.215838+0000,Data Engineer - Snowflake expert,Experfy,Boston,MA,Data Engineer,Data Engineer,Senior-Level,Expert,4,14
740,https://www.linkedin.com/jobs/view/digital-data-engineer-at-experfy-3590306088,2024-01-19 09:45:09.215838+0000,Digital Data Engineer,Experfy,Cambridge,MA,Data Engineer,Data Engineer,Entry-Level / Junior,unclassified,4,14
741,https://www.linkedin.com/jobs/view/research-data-specialist-ii-at-california-department-of-state-hospitals-3798566018,2024-01-19 09:45:09.215838+0000,RESEARCH DATA SPECIALIST II,California Department of State Hospitals,Sacramento,CA,Data Specialist,Data Specialist,Senior-Level,Specialist,13,29
742,https://www.linkedin.com/jobs/view/sr-data-engineer-at-ontic-3779465207,2024-01-19 09:45:09.215838+0000,Sr. Data Engineer,Ontic,Chatsworth,CA,Data Engineer,Data Engineer,Senior-Level,Sr,4,14
743,https://www.linkedin.com/jobs/view/senior-data-engineer-hybrid-at-the-hartford-3801579333,2024-01-19 09:45:09.215838+0000,Senior Data Engineer Hybrid,The Hartford,Hartford,CT,Data Engineer,Senior Data Engineer,Senior-Level,Senior,4,5
744,https://www.linkedin.com/jobs/view/staff-software-engineer-data-serving-at-nuna-inc-3702795346,2024-01-19 09:45:09.215838+0000,"Staff Software Engineer, Data Serving",Nuna Inc.,San Francisco,CA,Software & Platform Engineering,Software Engineer,Principal / Staff-Level,Staff,2,2
745,https://www.linkedin.com/jobs/view/data-scientist-at-presbyterian-healthcare-services-3782769406,2024-01-19 09:45:09.215838+0000,Data Scientist,Presbyterian Healthcare Services,Albuquerque,NM,Data Scientist,Data Scientist,Mid-Level,unclassified,10,16
746,https://www.linkedin.com/jobs/view/manager-data-engineering-at-jobs-for-humanity-3804328151,2024-01-19 09:45:09.215838+0000,"Manager, Data Engineering",Jobs for Humanity,McLean,VA,Data Engineer,Data Engineering,Lead,Manager,4,13
747,https://www.linkedin.com/jobs/view/customer-data-specialist-at-steris-3785695493,2024-01-19 09:45:09.215838+0000,Customer Data Specialist,STERIS,Mentor,OH,Data Specialist,Data Specialist,Senior-Level,Specialist,13,29
748,https://www.linkedin.com/jobs/view/data-analyst-assoc-manager-enterprise-data-foundation-at-pepsico-3805097341,2024-01-19 09:45:09.215838+0000,Data Analyst Assoc Manager - Enterprise Data Foundation,PepsiCo,Plano,TX,Data Analyst,Data Analyst,Lead,Manager,6,9
749,https://www.linkedin.com/jobs/view/data-analyst-3-at-ask-consulting-3800993452,2024-01-19 09:45:09.215838+0000,Data Analyst 3,ASK Consulting,San Francisco,CA,Data Analyst,Data Analyst,Entry-Level / Junior,unclassified,6,9
750,https://www.linkedin.com/jobs/view/data-analyst-external-manufacturing-at-congo-brands-3767138288,2024-01-19 09:45:09.215838+0000,Data Analyst- External Manufacturing,Congo Brands,Louisville,KY,Data Analyst,Data Analyst,Entry-Level / Junior,unclassified,6,9
751,https://www.linkedin.com/jobs/view/exchange-traded-derivatives-data-analyst-at-euclid-innovations-3740485483,2024-01-19 09:45:09.215838+0000,Exchange Traded Derivatives Data Analyst,Euclid Innovations,Cary,NC,Data Analyst,Data Analyst,Entry-Level / Junior,unclassified,6,9
752,https://www.linkedin.com/jobs/view/master-data-management-data-process-analyst-at-opentext-3737394368,2024-01-19 09:45:09.215838+0000,Master Data Management - Data/Process Analyst,OpenText,Tacoma,WA,Data Governance & Security,Master Data Management,Principal / Staff-Level,Master,8,10
753,https://www.linkedin.com/jobs/view/data-engineer-analyst-at-pepsico-3803343568,2024-01-19 09:45:09.215838+0000,Data Engineer Analyst,PepsiCo,Plano,TX,Data Engineer,Data Engineer,Entry-Level / Junior,unclassified,4,14
754,https://www.linkedin.com/jobs/view/classified-data-processing-systems-analyst-programmer-at-caddo-parish-school-district-3801904877,2024-01-19 09:45:09.215838+0000,Classified Data Processing Systems Analyst/Programmer,CADDO PARISH SCHOOL DISTRICT,Richmond,VA,Data Specialist,Data Processing,Entry-Level / Junior,unclassified,13,66
755,https://www.linkedin.com/jobs/view/health-data-analyst-at-tekintegral-3753081547,2024-01-19 09:45:09.215838+0000,Health Data Analyst,TekIntegral,Fairfield,CA,Data Analyst,Data Analyst,Entry-Level / Junior,unclassified,6,9
756,https://www.linkedin.com/jobs/view/senior-data-analyst-at-vanguard-3760647259,2024-01-19 09:45:09.215838+0000,Senior Data Analyst,Vanguard,Charlotte,NC,Data Analyst,Data Analyst,Senior-Level,Senior,6,9
757,https://www.linkedin.com/jobs/view/master-data-analyst-i-10120-2023693-at-lifenet-health-3782403581,2024-01-19 09:45:09.215838+0000,Master Data Analyst I (10120-2023693),LifeNet Health,Virginia Beach,VA,Data Analyst,Data Analyst,Principal / Staff-Level,Master,6,9
758,https://www.linkedin.com/jobs/view/data-analyst-at-kforce-inc-3800582839,2024-01-19 09:45:09.215838+0000,Data Analyst,Kforce Inc,Tampa,FL,Data Analyst,Data Analyst,Entry-Level / Junior,unclassified,6,9
759,https://www.linkedin.com/jobs/view/senior-data-analyst-payer-relations-remote-at-get-it-recruit-information-technology-3804351746,2024-01-19 09:45:09.215838+0000,"Senior Data Analyst, Payer Relations - Remote",Get It Recruit - Information Technology,Waltham,MA,Data Analyst,Data Analyst,Senior-Level,Senior,6,9
